PMID|DCOM|DP|REC|ACC|PM
30996002|20200226|2019 Jun 1|2018/12/10|2019/03/27|2019/04/19
4928860|19710609|1970 Nov-Dec|N/A|N/A|1970/11/01
29730195|20181004|2018 Jun|2017/09/06|2018/04/03|2018/05/08
18751940|20090109|2008|2006/12/11|2007/09/28|2008/08/30
31189042|20190701|2019 Jun 13|N/A|N/A|2019/06/13
7450007|19810327|1980 Nov-Dec|N/A|N/A|1980/11/01
35391676|20220411|2022 Apr|N/A|N/A|2022/04/09
1721094|19920123|1991 Nov|N/A|N/A|1991/11/01
25520329|20151008|2014 Dec|N/A|N/A|2014/12/19
9199630|19970703|1997 Jun|N/A|N/A|1997/06/01
25123338|20151013|2014 Nov|2014/03/17|2014/07/28|2014/08/16
29236994|20190912|2018 Jun 20|2017/07/05|2017/12/08|2017/12/14
21163605|20130506|2012 Dec|2010/02/15|2010/11/02|2010/12/18
7090813|19820807|1982 Mar|N/A|N/A|1982/03/01
2706576|19890602|1989 Mar|N/A|N/A|1989/03/01
30518191|20190912|2018 Oct 9|2017/10/10|2017/12/25|2018/12/07
15184727|20040907|2004 May-Jun|N/A|N/A|2004/06/09
2170956|19901107|1990 Mar|N/A|N/A|1990/03/01
23036634|20121218|2012 Oct 9|2012/05/02|2012/05/23|2012/10/06
11715333|20011214|2001 Oct 15|N/A|N/A|2001/11/22
28002315|20170217|2016 Dec|N/A|N/A|2016/12/22
3788252|19870109|1986 Oct|N/A|N/A|1986/10/01
33072669|N/A|2020|2020/01/15|2020/08/25|2020/10/20
22704821|20121025|2012 Jul-Aug|2010/11/09|2012/01/25|2012/06/19
14910778|20040215|1952 Feb|N/A|N/A|1952/02/01
35094520|20220225|2022 Feb|N/A|N/A|2022/02/01
15604960|20050331|2005 Jan|N/A|N/A|2004/12/18
4341195|19721019|1972|N/A|N/A|1972/01/01
14967735|20040601|2004 Mar 2|N/A|N/A|2004/02/18
24926359|N/A|2014 Jun|2013/10/26|2014/03/14|2014/06/14
29122140|20180709|2017 Nov|2017/08/04|2017/08/29|2017/11/11
18791201|20090324|2009 Feb|N/A|N/A|2008/09/16
4414766|19741219|1974 Nov|N/A|N/A|1974/11/01
19602091|20091224|2009 Nov|N/A|N/A|2009/07/16
906069|19771125|1977 Jun|N/A|N/A|1977/06/01
21720475|20111031|2011|N/A|N/A|2011/07/02
1752262|19920130|1991|N/A|N/A|1991/01/01
2473350|19890825|1989|N/A|N/A|1989/01/01
8927424|19961029|1995 Dec|N/A|N/A|1995/12/01
6543036|19850320|1984|N/A|N/A|1984/01/01
13696039|19981101|1961 Sep 4-6|N/A|N/A|1961/09/04
12589730|20031029|2003 Feb|N/A|N/A|2003/02/19
32840493|N/A|2020 Aug|N/A|N/A|2020/08/26
8346793|19930908|1993 Jul|N/A|N/A|1993/07/01
2665156|19890825|1989|N/A|N/A|1989/01/01
3000541|19860210|1985 Sep|N/A|N/A|1985/09/01
34765717|N/A|2021 Dec|2021/07/04|2021/10/13|2021/11/13
6466521|19841024|1984 Sep|N/A|N/A|1984/09/01
13643287|20000701|1959 Feb-Mar|N/A|N/A|1959/02/01
21055654|20110324|2010 Nov|2010/03/11|2010/05/28|2010/11/09
26444210|20151130|2015 Oct|N/A|N/A|2015/10/09
13843777|19981101|1960 Jun|N/A|N/A|1960/06/01
5805768|19691016|1969 May|N/A|N/A|1969/05/01
20177010|20100319|2010 Feb 23|N/A|N/A|2010/02/24
673808|19780930|1978 Jul 1-8|N/A|N/A|1978/07/01
14754498|20040302|2003 Dec|N/A|N/A|2004/02/03
31705601|20210329|2020 Jan|2019/07/13|2019/09/05|2019/11/11
6151318|19850215|1984 Sep-Oct|N/A|N/A|1984/09/01
4047452|19851101|1985 Sep 29|N/A|N/A|1985/09/29
12563109|20030729|2003 Feb|N/A|N/A|2003/02/04
26009736|20150804|2015 May|N/A|N/A|2015/05/27
30362433|20190307|2018 Jun|N/A|N/A|2018/10/27
26590400|20160824|2016 Feb|N/A|N/A|2015/11/22
2716170|19890615|1989 Jan|N/A|N/A|1989/01/01
16509827|20060720|2006 Jun|N/A|N/A|2006/03/03
4870832|19680717|1968 Jan|N/A|N/A|1968/01/01
28822710|20181113|2018 Jan - Feb|2017/05/17|2017/08/09|2017/08/22
10894631|20000717|1999 Oct|N/A|N/A|2000/07/14
12977822|20030501|1952|N/A|N/A|1952/01/01
7689428|19930930|1993 Aug|N/A|N/A|1993/08/01
2362893|19900808|1990 Mar|N/A|N/A|1990/03/01
28370906|20180503|2017 Jul|2016/08/22|2017/01/30|2017/04/04
33641342|20220307|2021 Mar|N/A|N/A|2021/03/02
35289907|N/A|2022 Mar 15|2022/03/03|2022/03/12|2022/03/16
29579588|20180706|2018 May 15|2018/02/15|2018/02/19|2018/03/27
4260433|19720727|1972 Mar|N/A|N/A|1972/03/01
1931111|19911126|1991 Jun|N/A|N/A|1991/06/01
4138727|19750115|1974 Oct 26|N/A|N/A|1974/10/26
34211715|N/A|2021|2021/03/25|2021/05/17|2021/07/03
4830693|19740722|1974 Mar-Apr|N/A|N/A|1974/03/01
4717715|19730913|1973 Aug|N/A|N/A|1973/08/01
7438582|19810219|1980 Aug|N/A|N/A|1980/08/01
1409136|19921112|1992 May-Jun|N/A|N/A|1992/05/01
22728616|20130109|2012 Aug|N/A|N/A|2012/06/26
13239330|20030501|1955 Jul|N/A|N/A|1955/07/01
23198338|20130130|2012 Oct 24-Nov 6|N/A|N/A|2012/12/04
27561091|20171124|2016 Aug|N/A|N/A|2016/08/26
14037039|19981101|1961 Nov|N/A|N/A|1961/11/01
16847738|20070517|2007 Apr|2005/06/16|2006/06/05|2006/07/19
26376493|20161213|2015 May|N/A|N/A|2015/09/18
10708201|20000316|2000 Feb|N/A|N/A|2000/03/09
19409661|20100105|2009 Aug-Sep|2008/03/26|2008/06/16|2009/05/05
25666320|20160115|2015 Apr 14|N/A|N/A|2015/02/11
29121733|20180627|2017 Dec 15|2017/04/12|2017/07/06|2017/11/11
13320713|20030501|1956 Mar|N/A|N/A|1956/03/01
22314140|20120828|2012 Jul-Aug|N/A|N/A|2012/02/09
11252315|20010329|2001 Mar 15|N/A|N/A|2001/03/17
243973|19780127|1977 Oct 15|N/A|N/A|1977/10/15
6214020|19821012|1982|N/A|N/A|1982/01/01
1122830|19750627|1975 Apr 11|N/A|N/A|1975/04/11
14688728|20040122|2003 Dec|N/A|N/A|2003/12/23
7481221|19951207|1995 Jul-Aug|N/A|N/A|1995/07/01
15793653|20050503|2005 Jan-Feb|N/A|N/A|2005/03/29
13235168|20030501|1954 Dec 18|N/A|N/A|1954/12/18
32712201|20201110|2020 Oct|2019/07/20|2020/04/09|2020/07/28
607602|19780426|1977 Nov 15|N/A|N/A|1977/11/15
2967725|19880728|1988 Jun|N/A|N/A|1988/06/01
7241626|19810810|1981 Jun|N/A|N/A|1981/06/01
1000530|19770224|1976|N/A|N/A|1976/01/01
27993495|20170224|2017 Mar|2016/09/16|2016/12/15|2016/12/21
9235801|19970728|1997 Apr|N/A|N/A|1997/04/01
31876908|20210625|2020 Jun 1|2019/10/17|2019/12/05|2019/12/27
27159597|20170929|2015 Sep-Oct|N/A|N/A|2016/05/10
4988555|19700923|1970 Aug|N/A|N/A|1970/08/01
824690|19761223|1976 Jul|N/A|N/A|1976/07/01
6506602|19841227|1984 Aug|N/A|N/A|1984/08/01
17953892|20071030|2007 Sep 24|N/A|N/A|2007/10/24
30305575|20181212|2018 Nov 28|N/A|N/A|2018/10/12
35035725|N/A|2021|2021/05/31|2021/07/12|2022/01/18
14618797|20040329|2003 Jul-Aug|N/A|N/A|2003/11/19
28025077|20170424|2017 Apr|2016/08/31|2016/11/30|2016/12/28
5938279|19660916|1966 Mar|N/A|N/A|1966/03/01
28968972|N/A|2017 Sep 8|2017/02/28|2017/05/22|2017/10/04
9026877|19970220|1996 Dec 17|N/A|N/A|1996/12/17
22699305|20121002|2012|2012/01/27|2012/03/09|2012/06/16
830930|19770224|1977 Feb|N/A|N/A|1977/02/01
6127217|19821218|1982 Spring|N/A|N/A|1982/01/01
14024594|19981101|1962 Sep-Oct|N/A|N/A|1962/09/01
31141054|20190621|2019 May 16|2018/11/23|2019/03/21|2019/05/30
34830522|N/A|2021 Nov 11|2021/10/11|2021/11/08|2021/11/28
29207945|20180315|2017 Dec 6|2017/07/22|2017/11/21|2017/12/07
21782819|20111104|2011 Sep 30|2010/10/28|2011/07/05|2011/07/26
2187777|19900627|1990 Apr 10|N/A|N/A|1990/04/10
26271908|20171011|2016 Jun|2015/06/16|2015/08/06|2015/08/15
2682445|19891208|1989 Oct 22|N/A|N/A|1989/10/22
4697630|19730611|1973 May|N/A|N/A|1973/05/01
4276498|19741007|1974 Aug|N/A|N/A|1974/08/01
3151135|19890825|1988 Jul-Sep|N/A|N/A|1988/07/01
21404559|20110520|2011 Mar|N/A|N/A|2011/03/17
2580390|19850426|1985 Jan-Feb|N/A|N/A|1985/01/01
12588107|20030806|2002|N/A|N/A|2003/02/18
28931401|20180604|2017 Sep 21|2016/12/07|2017/09/12|2017/09/22
24879505|20160428|2015 Jul|2014/02/02|2014/05/16|2014/06/01
33136576|20210929|2020 Oct 28|N/A|N/A|2020/11/03
12072571|20021231|2002 Jul|N/A|N/A|2002/06/20
32921684|20210414|2021 Jan 15|N/A|N/A|2020/09/15
4231757|19680802|1968 Jun|N/A|N/A|1968/06/01
28454888|20180807|2017 Dec|2016/12/14|2017/01/20|2017/04/30
30167630|20191010|2018 Oct 1|N/A|N/A|2018/09/01
13774219|19981101|1961 May|N/A|N/A|1961/05/01
19736032|20100212|2009 Nov|2009/04/13|2009/07/09|2009/09/09
960707|19761020|1976 Feb 6|N/A|N/A|1976/02/06
2398508|19901017|1990 Jul|N/A|N/A|1990/07/01
30714659|20201005|2019 Sep|2018/09/20|2018/12/16|2019/02/05
352220|19780828|1978 Jul|N/A|N/A|1978/07/01
13889691|19981101|1962 May|N/A|N/A|1962/05/01
30573438|20190423|2019 Apr|2018/05/15|2018/09/28|2018/12/24
13917844|19981101|1962 Jun|N/A|N/A|1962/06/01
26094644|20160606|2015 Sep|2014/12/07|2015/06/17|2015/06/23
6478466|19841106|1984|N/A|N/A|1984/01/01
22872019|20130813|2013 Feb|2012/05/17|2012/07/18|2012/08/09
8526318|19960119|1995|N/A|N/A|1995/01/01
13774501|19981101|1961 Sep|N/A|N/A|1961/09/01
9821079|19990119|1998 Sep|N/A|N/A|1998/11/24
24225056|20140422|2013 Nov 14|2013/08/18|2013/11/12|2013/11/15
32159451|20200720|2020 May|N/A|N/A|2020/03/12
4747520|19731219|1973|N/A|N/A|1973/01/01
22977006|20130425|2012 Dec 1|N/A|N/A|2012/09/15
20029534|20100301|2009 Dec|N/A|N/A|2009/12/24
4033252|19851008|1985 May 18|N/A|N/A|1985/05/18
25526726|20151123|2015 Feb 21|N/A|N/A|2014/12/21
25640104|20160229|2015 Jan|N/A|N/A|2015/02/03
12731703|20030507|2003 Apr 11|N/A|N/A|2003/05/07
25968627|20160620|2015 Aug|2015/02/09|N/A|2015/05/15
18536618|20080904|2008 Jul|N/A|N/A|2008/06/10
32321196|20201109|2020 Jun|2020/01/13|2020/03/05|2020/04/23
5632305|19681106|1967 Jul-Aug|N/A|N/A|1967/07/01
18922390|20110209|2008 Oct|2008/04/06|2008/05/12|2008/10/17
31039544|20190617|2019 Jun 15|2018/10/27|2019/04/04|2019/05/01
18606918|20080813|2008 Jul 22|N/A|N/A|2008/07/09
8394194|19930915|1993 Jun|N/A|N/A|1993/06/01
18480866|20080616|2008 May 15|N/A|N/A|2008/05/16
11161940|20010412|2001 Feb|N/A|N/A|2001/02/13
5975671|19671022|1966 Sep 9|N/A|N/A|1966/09/09
27131445|20171204|2016 Oct|2016/03/07|2016/03/24|2016/05/02
10645916|20000210|2000 Jan 25|N/A|N/A|2000/01/25
2425719|19860729|1986 Jun|N/A|N/A|1986/06/01
26925301|N/A|2015|N/A|N/A|2016/03/01
9383585|19971218|1997 Nov|N/A|N/A|1997/12/31
18145148|20071227|1949|N/A|N/A|1949/01/01
10843657|20000720|2000 Jun 15|N/A|N/A|2000/06/08
28451456|N/A|2017 May|2016/07/22|2016/11/24|2017/04/30
8358862|19930930|1993 Aug|N/A|N/A|1993/08/01
18281369|20080908|2008 Apr 1|N/A|N/A|2008/02/19
4879893|19681220|1968 Oct 18|N/A|N/A|1968/10/18
28288987|20170619|2017 Mar|2016/09/02|2017/02/07|2017/03/16
34109585|20220223|2021 May|N/A|N/A|2021/06/11
4802496|19741205|1973|N/A|N/A|1973/01/01
13978131|19981101|1962 Sep 30|N/A|N/A|1962/09/30
19343415|20091204|2009 Sep|2008/12/18|2009/03/18|2009/04/04
14762523|20040325|2003 Oct|N/A|N/A|2004/02/06
6995705|19801021|1980 Mar 3|N/A|N/A|1980/03/03
15710769|20051027|2005 Feb 22|N/A|N/A|2005/02/16
6253697|19810116|1980 Oct|N/A|N/A|1980/10/01
2057836|19910801|1991|N/A|N/A|1991/01/01
31953218|20201027|2020 May 1|2019/12/06|2020/01/10|2020/01/19
24423967|20151021|2015 Feb|N/A|N/A|2014/01/16
31250032|20191016|2019 Oct|2018/12/31|2019/06/19|2019/06/30
12987336|20030501|1952 Jun|N/A|N/A|1952/06/01
23617972|20130712|2013 May|N/A|N/A|2013/04/27
20089370|20100820|2010 Jun 15|2009/04/29|2009/10/27|2010/01/22
10212179|19990603|1999 May|N/A|N/A|1999/04/23
18316244|20080812|2008 Jun|2007/09/20|2008/01/07|2008/03/05
2351497|19900719|1990 Jun|N/A|N/A|1990/06/01
27071550|20170208|2016 Jun|N/A|N/A|2016/04/14
4365756|19740823|1974 Apr|N/A|N/A|1974/04/01
14221557|19961201|1964 May-Jun|N/A|N/A|1964/05/01
6641375|19840127|1983 Jun|N/A|N/A|1983/06/01
16218458|20051221|2005|N/A|N/A|2005/10/13
19055189|20090128|2008 Nov|N/A|N/A|2008/12/06
12436168|20030206|2002 Sep-Oct|N/A|N/A|2002/11/19
12759947|20040702|1999 Mar|N/A|N/A|2003/05/23
895472|19771031|1977 Aug 5|N/A|N/A|1977/08/05
33258544|20210528|2021 May|2020/04/28|2020/11/24|2020/12/02
11999637|20020904|2002 Feb|N/A|N/A|2002/05/10
32928805|20210517|2020 Sep 14|N/A|N/A|2020/09/16
31842206|20200907|2020 Apr 7|N/A|N/A|2019/12/17
6523619|19850314|1984 Dec 31|N/A|N/A|1984/12/31
14160771|19961201|1964 Jun 21|N/A|N/A|1964/06/21
20979618|20110131|2010 Oct 27|2010/07/13|2010/10/27|2010/10/29
6210461|19820719|1982 Jun|N/A|N/A|1982/06/01
32094080|20210325|2020 Aug|2019/05/16|2020/01/13|2020/02/26
33643041|N/A|2020|2020/10/01|2020/12/15|2021/03/02
29654450|20181112|2018 Aug|2018/01/09|2018/03/22|2018/04/15
5679715|19681121|1968 Apr-Jun|N/A|N/A|1968/04/01
29417406|N/A|2018 Jun|2017/11/24|N/A|2018/02/09
9033978|19970505|1996|N/A|N/A|1996/01/01
9644964|19980727|1998 May|N/A|N/A|1998/06/30
19013051|20090327|2008 Nov|2007/12/25|2008/07/16|2008/11/18
34317116|N/A|2020 Nov|2020/05/22|2020/09/22|2021/07/29
30533519|N/A|2018|N/A|N/A|2018/12/12
24348772|N/A|2014 Jan|2013/06/08|2013/09/30|2013/12/19
4579742|19731014|1972 Nov|N/A|N/A|1972/11/01
10449879|19991022|1999|N/A|N/A|1999/08/18
2624553|19900326|1989 Aug|N/A|N/A|1989/08/01
14746568|20040301|2004 Feb|N/A|N/A|2004/01/30
4893819|19690903|1969 Jul|N/A|N/A|1969/07/01
34678109|N/A|2021 Oct 22|N/A|N/A|2021/10/23
22443630|20121017|2012|2011/10/11|2011/01/06|2012/03/27
29857857|20181001|2018 Jul|2018/01/01|2018/05/11|2018/06/03
28398559|20181107|2017 May 1|N/A|N/A|2017/04/12
34597976|20211206|2021 Nov|2021/03/24|2021/08/25|2021/10/02
9315324|19971105|1997 Sep|N/A|N/A|1997/10/07
31659856|20200427|2019 Dec|2019/07/11|2019/09/26|2019/10/30
5958519|19670411|1966|N/A|N/A|1966/01/01
3916087|19870107|1985|N/A|N/A|1985/01/01
24026772|20140505|2013 Oct|N/A|N/A|2013/09/13
29151030|20180716|2017 Nov 18|N/A|N/A|2017/11/21
15192176|20040923|2004 Jun|N/A|N/A|2004/06/12
846930|19770525|1977 Mar|N/A|N/A|1977/03/01
4283617|19900109|1968 Feb|N/A|N/A|1968/02/01
8682103|19960821|1995 Dec|N/A|N/A|1995/12/01
22875883|20121123|2012 Sep 1|N/A|N/A|2012/08/10
16168289|20051222|2005 Sep 20|N/A|N/A|2005/09/20
6642765|19840107|1983 Oct|N/A|N/A|1983/10/01
29876652|20190911|2018 Aug|2018/05/20|2018/06/02|2018/06/08
25200339|20141216|2014 Nov 1|2014/05/21|2014/07/16|2014/09/10
13653125|20000701|1959 Jan-Feb|N/A|N/A|1959/01/01
3497463|19870924|1987|N/A|N/A|1987/01/01
30891693|20200708|2019 Oct|N/A|N/A|2019/03/21
7222539|19810625|1981 Jan-Mar|N/A|N/A|1981/01/01
10723144|20000411|2000|N/A|N/A|2000/03/21
13704006|19981101|1960 Jul-Aug|N/A|N/A|1960/07/01
28775161|20180209|2017 Aug 3|N/A|N/A|2017/08/05
1123867|19750707|1975 Feb|N/A|N/A|1975/02/01
13402708|20020501|1957 Mar|N/A|N/A|1957/03/01
3511659|19860313|1986 Jan 31|N/A|N/A|1986/01/31
10728379|20000413|2000 Feb|N/A|N/A|2000/03/23
34794613|20211124|2021 Dec 15|2021/09/01|2021/09/08|2021/11/20
15015836|20040923|2004 Feb|N/A|N/A|2004/03/16
12826818|20031204|2003 May|N/A|N/A|2003/06/27
16638551|20060629|2006|N/A|N/A|2006/04/28
5717546|19690515|1968 Nov|N/A|N/A|1968/11/01
22917007|20121105|2012 Aug 28|2011/12/27|2012/01/06|2012/08/25
18626237|20080911|2008 Jul|N/A|N/A|2008/07/16
28013347|20170926|2017 Jan|2016/06/24|2016/12/20|2016/12/26
4981248|19691203|1966 Sep|N/A|N/A|1966/09/01
20242375|20100318|1946-1947|N/A|N/A|1946/01/01
12960658|20040204|2003 Sep|N/A|N/A|2003/09/10
25671963|20150317|2014 Jul-Sep|N/A|N/A|2015/02/13
8059443|19940915|1994 Jul 1|N/A|N/A|1994/07/01
34076599|20211224|2021 Jul 1|N/A|N/A|2021/06/03
3732885|19860925|1986 May-Jun|N/A|N/A|1986/05/01
5317502|19760802|1971 Sep-Dec|N/A|N/A|1971/09/01
2645814|19890328|1989 Feb|N/A|N/A|1989/02/01
3041794|19880826|1988 Aug 1|N/A|N/A|1988/08/01
4818951|19740529|1974 Apr|N/A|N/A|1974/04/01
21436590|20110621|2011 Apr|2010/07/30|2011/01/19|2011/03/26
21372483|20110708|2011 Feb|N/A|N/A|2011/03/05
4111569|19720615|1972 Jan|N/A|N/A|1972/01/01
23142379|20130606|2013 Jan|2011/11/29|2012/09/29|2012/11/13
13972185|19981101|1963 Feb 9|N/A|N/A|1963/02/09
4768950|19740305|1973 May|N/A|N/A|1973/05/01
5050856|19721002|1972 Aug 4|N/A|N/A|1972/08/04
21347598|20120619|2012 Feb|2010/10/05|2011/01/17|2011/02/25
23572268|20130927|2013 Apr 8|N/A|N/A|2013/04/11
29478345|20180817|2018 Apr|N/A|N/A|2018/02/27
15575379|20050726|2004 Sep-Oct|N/A|N/A|2004/12/04
4936948|19711116|1971 Aug 1|N/A|N/A|1971/08/01
15708985|20050331|2005 Mar|N/A|N/A|2005/02/15
10413634|19990930|1999 Aug|N/A|N/A|1999/07/22
9828149|19990107|1998 Oct|N/A|N/A|1998/11/26
9047785|19970321|1996|N/A|N/A|1996/01/01
28565941|20171212|2017 Sep|N/A|N/A|2017/06/02
9176409|19970703|1997 Jun|N/A|N/A|1997/06/01
22607615|20120925|2012 Jul|N/A|N/A|2012/05/23
11942595|20020903|2002 Mar|N/A|N/A|2002/04/11
13090717|20030501|1953 Jun 20|N/A|N/A|1953/06/20
22575953|20120625|2012 May 9|N/A|N/A|2012/05/12
15812189|20050818|2005|2004/06/22|2004/08/12|2005/04/07
34866569|N/A|2021 Dec 6|N/A|N/A|2021/12/07
3953353|19860407|1986 Mar|N/A|N/A|1986/03/01
23405840|20130802|2013 Feb|N/A|N/A|2013/02/15
11041571|20010201|2000 Sep|N/A|N/A|2000/10/21
13253954|20030501|1955 Aug 11|N/A|N/A|1955/08/11
29859655|20190409|2018 Nov|2018/03/23|2018/05/17|2018/06/04
5365460|19700302|1969 Dec 15|N/A|N/A|1969/12/15
28317817|20180713|2017 Jan-Mar|N/A|N/A|2017/03/21
13982972|19981101|1962|N/A|N/A|1962/01/01
11485928|20010906|2001 Aug|N/A|N/A|2001/08/04
33151343|20210128|2020 Dec|N/A|N/A|2020/11/06
32245593|20200408|2020 Mar|2019/09/07|N/A|2020/04/05
872315|19770902|1977 Aug|N/A|N/A|1977/08/01
16644392|20061013|2006 May 10|2005/04/13|2005/04/13|2006/04/29
2644885|19890314|1989 Mar 1|N/A|N/A|1989/03/01
456966|19790927|1979 May-Jun|N/A|N/A|1979/05/01
5513290|19711007|1970 Aug|N/A|N/A|1970/08/01
7950197|19941206|1994 Apr|N/A|N/A|1994/04/01
4976381|19690607|1967 Nov-Dec|N/A|N/A|1967/11/01
35079307|N/A|2022 Feb|2021/05/13|2021/07/07|2022/01/27
28070840|20170420|2017 Apr|2016/10/11|2016/12/19|2017/01/11
10724045|20000330|2000 Mar 13|N/A|N/A|2000/03/21
5448926|19700928|1970 May|N/A|N/A|1970/05/01
15126106|20040621|2004 Jun|2003/12/01|N/A|2004/05/06
13807127|19981101|1959 Jul|N/A|N/A|1959/07/01
9029913|19970328|1997 Jan|N/A|N/A|1997/01/01
6119052|19820225|1981 Jul|N/A|N/A|1981/07/01
2063035|19910802|1991 Jan|N/A|N/A|1991/01/01
14256598|19961201|1965 Jan|N/A|N/A|1965/01/01
2410905|19850828|1985 Jul|N/A|N/A|1985/07/01
12533881|20030404|2001 Feb|N/A|N/A|2003/01/22
9711107|19980904|1998 Jul|N/A|N/A|1998/08/26
13381715|20020501|1956 Nov|N/A|N/A|1956/11/01
14193537|19961201|1964 Jul|N/A|N/A|1964/07/01
6434664|19841105|1984 May|N/A|N/A|1984/05/01
16331858|20060203|2006|N/A|N/A|2005/12/08
19145820|20090309|2008 Apr-Jun|N/A|N/A|2009/01/17
27399087|20170203|2016 Jul|N/A|N/A|2016/07/12
31896072|20200819|2020 Feb|2019/08/26|2019/10/25|2020/01/03
13608264|20000701|1958 Oct 10-17|N/A|N/A|1958/10/10
29572123|20181004|2018 Jun|2017/11/15|2018/02/14|2018/03/25
15238465|20041216|2004 Jul 6|N/A|N/A|2004/07/09
19185930|20110509|2011 Feb 3|2008/12/27|2008/12/30|2009/02/03
17446231|20071128|2007 Apr|N/A|N/A|2007/04/21
6728703|19840626|1984 Mar-Apr|N/A|N/A|1984/03/01
20417129|20101116|2010 Jul|2010/01/20|2010/03/03|2010/04/27
9475246|19980325|1997 Dec|N/A|N/A|1998/02/25
8682082|19960821|1995 Dec|N/A|N/A|1995/12/01
20075664|20100319|2010 Feb|N/A|N/A|2010/01/16
12870528|20030812|2003 Apr|N/A|N/A|2003/07/23
13181569|20030501|1954 Jul|N/A|N/A|1954/07/01
30669342|20190501|2019 Jan 18|2018/12/16|2019/01/04|2019/01/24
15274859|20041007|2004 Jul|N/A|N/A|2004/07/28
8061033|19940919|1994 May-Jun|N/A|N/A|1994/05/01
3494528|19870605|1987 Apr 1|N/A|N/A|1987/04/01
24175557|20140123|2013 Jul|N/A|N/A|2013/11/02
28950225|20171109|2017 Dec|2017/08/24|2017/09/18|2017/09/28
23090609|20130802|2013 Feb 1|N/A|N/A|2012/10/24
32046347|20210210|2020 Feb 8|2019/12/23|2020/02/03|2020/02/13
31750445|N/A|2019 Oct|2018/11/26|2019/04/17|2019/11/22
2968798|19880801|1987 Jun|N/A|N/A|1987/06/01
17566679|20080205|2008 Jan 30|2006/04/04|2007/05/06|2007/06/15
31257515|20200109|2019 Sep|2018/11/01|2019/06/05|2019/07/02
32605802|20210316|2020 Aug|2020/02/04|2020/06/12|2020/07/02
24549077|20140929|2014 Jan 1|N/A|N/A|2014/02/20
28762928|20180727|2017 May|N/A|N/A|2017/08/02
20605253|20100805|2010 Aug|2009/04/03|2009/08/29|2010/07/08
27127441|20170622|2016 Apr|N/A|N/A|2016/04/30
19875896|20100128|2009 Dec|N/A|N/A|2009/10/31
6223544|19830826|1983 Jul|N/A|N/A|1983/07/01
13718449|19981101|1961 Aug 12|N/A|N/A|1961/08/12
2304878|19900329|1990 Jan|N/A|N/A|1990/01/01
6038204|19671022|1967 Feb|N/A|N/A|1967/02/01
23867677|20131022|2013 Apr-Jun|N/A|N/A|2013/07/23
20965166|20110211|2011 Feb|2010/08/10|2010/10/13|2010/10/23
7080233|19820722|1982 Jan 11|N/A|N/A|1982/01/11
3853908|19860321|1985 Nov|N/A|N/A|1985/11/01
4861069|19671216|1966 Feb|N/A|N/A|1966/02/01
32200615|20210208|2020|N/A|N/A|2020/03/24
4426261|19750204|1974 Nov 22|N/A|N/A|1974/11/22
6101213|19930923|1982 Nov|N/A|N/A|1982/11/01
13025185|20030501|1952 Nov 30|N/A|N/A|1952/11/30
6002719|19690318|1966 Dec|N/A|N/A|1966/12/01
1946014|19911211|1991 Oct|N/A|N/A|1991/10/01
12886551|20030812|2003 Jun 23|N/A|N/A|2003/07/31
6088158|19841001|1983 Sep|N/A|N/A|1983/09/01
15286386|20050311|2004|N/A|N/A|2004/08/03
35183823|20220414|2022 Apr|2021/11/28|2022/01/31|2022/02/21
3148307|19890427|1988|N/A|N/A|1988/01/01
1717272|19911108|1991 Aug|N/A|N/A|1991/08/01
2283495|19910319|1990 Nov|N/A|N/A|1990/11/01
34277353|N/A|2021|2021/06/08|2021/07/03|2021/07/20
4219889|19760402|1973|N/A|N/A|1973/01/01
2491243|19911002|1989|N/A|N/A|1989/01/01
19230162|20090310|2008 Sep 12|N/A|N/A|2009/02/21
11435327|20010802|2001 Jul 3|N/A|N/A|2001/07/04
28302646|20170814|2017 Apr 3|2016/10/06|2017/02/07|2017/03/18
6763085|19830610|1982 Oct|N/A|N/A|1982/10/01
13150568|20030501|1954 Feb|N/A|N/A|1954/02/01
25633513|20150928|2015|2014/07/31|2014/12/12|2015/01/31
30933983|20200106|2019|2018/12/04|2019/03/20|2019/04/02
21703551|20110811|2011 Jun|N/A|N/A|2011/06/28
20957477|20110524|2011 Jan|2010/07/22|2010/09/19|2010/10/20
5593587|19680916|1967 Oct 6|N/A|N/A|1967/10/06
13318192|20030501|1955 Nov|N/A|N/A|1955/11/01
23807487|20150114|2014 May|N/A|N/A|2013/06/29
25165091|20141229|2014 Oct 28|N/A|N/A|2014/08/29
70547|19771020|1977 Jul|N/A|N/A|1977/07/01
33802881|20210514|2021 Mar 17|2021/01/31|2021/03/10|2021/04/04
20476570|20130131|2010 Feb|N/A|N/A|2010/05/19
1450237|19930106|1992 Apr-Jun|N/A|N/A|1992/04/01
1414954|19921125|1992 Nov 1|N/A|N/A|1992/11/01
20713901|20100922|2010 Aug 31|N/A|N/A|2010/08/18
11274646|20010426|2001 Mar|N/A|N/A|2001/03/29
1960306|19920103|1991 Dec|N/A|N/A|1991/12/01
13006780|20030501|1952 Sep|N/A|N/A|1952/09/01
25531204|20151216|2015|2013/12/10|2014/11/05|2014/12/23
6382545|19840926|1984 Apr-Jun|N/A|N/A|1984/04/01
4157402|19940512|1974 Apr|N/A|N/A|1974/04/01
14772130|20040215|1950 Sep-Oct|N/A|N/A|1950/09/01
3981179|19850426|1985 Feb|N/A|N/A|1985/02/01
